epoch,episode,reward
29,2,-0.983570972142876
29,3,-0.2704889051426804
29,4,-3.37750020838134
29,5,-1.2348364176930233
29,6,-0.2334759518165812
29,7,-0.9024103505290237
29,8,-0.4388296476486488
29,9,-0.8756101175971983
30,0,-0.12278668173603129
30,1,-0.3676102531284847
30,2,-0.4998109489551996
30,3,-1.6503570731595862
30,4,-0.5972275507312473
30,5,-0.7332951313296063
30,6,-5.123912965498128
30,7,-0.9698973603969818
30,8,-2.0594835284767483
30,9,-2.3751570798018324
31,0,-0.566160322900151
31,1,-1.1706070180955417
31,2,-0.9408488574778286
31,3,-1.655434106814174
31,4,-0.5881502175073677
31,5,-4.0890420168351325
31,6,-0.35749401515825996
31,7,-0.8062776719969789
31,8,-1.2906556101702986
31,9,-0.3330052304720558
32,0,-1.3426933924992703
32,1,-0.08693896130593767
32,2,-5.622179059278528
32,3,-2.5031584171479304
32,4,-0.41803698072450163
32,5,-2.810174133624483
32,6,-3.990090713689068
32,7,-1.0219279073396232
32,8,-0.25424299302311576
32,9,-2.6512250766219903
33,0,-1.9491298541189348
33,1,-1.6314454305491626
33,2,-2.362986634504854
33,3,-1.221624026164955
33,4,-3.1871135284358836
33,5,-0.9502614749664837
33,6,-0.9575475127360998
33,7,-2.294714687637979
33,8,-1.963497453663553
33,9,-2.1888340147153627
34,0,-0.14276913503893066
34,1,-1.5202995989590582
34,2,-0.11789651652133525
34,3,-2.2954776871393046
34,4,-1.9451570356368666
34,5,-3.6429599125089838
34,6,-2.2194414689217346
34,7,-1.0835668157652283
34,8,-0.5869689333203021
34,9,-3.5151410112910044
35,0,-2.797151903016906
35,1,-0.8128236171832599
35,2,-0.7815448051604728
35,3,-2.2568841901853878
35,4,-0.035799896327610846
35,5,-0.807078834849641
35,6,-1.4207557433331226
35,7,-3.1169731012147497
35,8,-0.14274330327561735
35,9,-0.14856651990149147
36,0,-1.9875778653634433
36,1,-0.6884823352085278
36,2,-1.4541143244176646
36,3,-1.8318105999509233
36,4,-0.341620574566991
36,5,-4.4276220308634215
36,6,-1.4074008244845562
36,7,-2.2237346171731556
36,8,-3.673273474576016
36,9,-1.3630184194763024
37,0,-1.725608297755722
37,1,-0.9039369710003231
37,2,-2.97225850432813
37,3,-2.77072076523818
37,4,-2.6415161278092336
37,5,-2.706761711065383
37,6,-1.889565697885074
37,7,-1.396806318662846
37,8,-2.6513478453870802
37,9,-0.25124311129832544
38,0,-1.417959643465895
38,1,-2.149665032111031
38,2,-3.7039762933330964
38,3,-0.24847030619071472
38,4,-0.5899925648308125
38,5,-3.828456926443077
38,6,-0.7219977183162394
38,7,-0.6139940186965956
38,8,-2.1254842663789764
38,9,-0.6332410598699566
39,0,-3.002900971545104
39,1,-0.2615746526133104
39,2,-0.8428307272449032
39,3,-1.0985899620957935
39,4,-0.5257550985734817
39,5,-0.16312817893265255
39,6,-0.616478799184877
39,7,-0.6155661927165837
39,8,-3.7404724965554634
39,9,-1.2224715458323043
40,0,-1.6224835747643434
40,1,-1.7746134674853056
40,2,-1.3746141138100105
40,3,-0.42545407581209155
40,4,-2.224648823831964
40,5,-0.9172331372249022
40,6,-1.409853642521286
40,7,-0.19943093626164143
40,8,-1.7450849438603375
40,9,-2.2261311989261485
41,0,-5.256515841859474
41,1,-1.139148605673787
41,2,-0.5186374355266333
41,3,-0.6691931012047044
41,4,-1.7762592608012908
41,5,-3.535251618412669
41,6,-0.41050940260409596
41,7,-2.093815355054577
41,8,-3.0698148618960452
41,9,-0.5247936291670693
42,0,-0.7775376257473147
42,1,-2.181409568219875
42,2,-1.6506541601663034
42,3,-0.5367789945202232
42,4,-1.2020226104122713
42,5,-2.44485605750418
42,6,-1.824668017178758
42,7,-1.205934903707817
42,8,-1.928525145661172
42,9,-0.2919372534275006
43,0,-0.35375553784777386
43,1,-0.1006586726895515
43,2,-0.9465797347103512
43,3,-1.1238902782279496
43,4,-0.5422301785195071
43,5,-2.076837612316769
43,6,-0.9246562751722023
43,7,-1.7874628412733202
43,8,-0.8410077689550309
43,9,-0.28337317482804936
44,0,-1.9384957623456387
44,1,-1.9871152848276867
44,2,-2.566942802618924
44,3,-1.08645509092744
44,4,-2.1328713995620685
44,5,-2.643861326724529
44,6,-1.578144877327904
44,7,-4.667690138683837
44,8,-0.07875726856745452
44,9,-3.128120070640047
45,0,-0.07091763062657316
45,1,-1.1718902698633198
45,2,-5.635932672022696
45,3,-1.2898551285271762
45,4,-1.16596910714317
45,5,-2.0082547591968325
45,6,-2.211393720535335
45,7,-1.8956659270160165
45,8,-0.38409400959782064
45,9,-2.770311526319208
46,0,-0.4865944133592436
46,1,-0.15307370696053735
46,2,-0.5984064802359481
46,3,-0.15295741898238643
46,4,-4.12880145995077
46,5,-0.28691454157863916
46,6,-6.164319106844555
46,7,-0.06546261488210364
46,8,-2.800404263088352
46,9,-0.14737028359780552
47,0,-0.3684252131542922
47,1,-0.19967123472941936
47,2,-0.8139770204465379
47,3,-0.10417260980414975
47,4,-1.5665386366379983
47,5,-3.256464690623086
47,6,-0.8620854921709209
47,7,-0.4291384648474025
47,8,-2.741526750751356
47,9,-0.8714367958214808
48,0,-0.9196293319479608
48,1,-0.6501661019765002
48,2,-5.1493478744490835
48,3,-0.19218928762524576
48,4,-0.1761240855236926
48,5,-0.4035429193193666
48,6,-1.0592416208226398
48,7,-1.141083940064747
48,8,-0.029647545015264388
48,9,-0.07544477344100177
49,0,-2.8836219618815715
49,1,-0.11740387806239981
49,2,-0.9739114064899889
49,3,-0.7453435808500909
49,4,-1.4669241209156931
49,5,-1.130823833158854
49,6,-1.0236376025842302
49,7,-2.3115802065579514
49,8,-2.602544477811575
49,9,-0.975850881601234
50,0,-0.34857715924091953
50,1,-2.0909093353691657
50,2,-5.159769896054454
50,3,-2.098530691017074
50,4,-0.403935072784227
50,5,-1.4616195307599569
50,6,-1.3013480093875105
50,7,-3.233091547814098
50,8,-1.757197004983479
50,9,-1.3029240635101944
51,0,-0.05554176576898419
51,1,-0.4976350869854884
51,2,-0.7230683543274685
51,3,-1.6200929653128215
51,4,-1.3021228129072393
51,5,-0.9675850956391345
51,6,-1.1526341353225968
51,7,-3.40388412049328
51,8,-0.5055708307682154
51,9,-3.3657267203022814
52,0,-1.5064114639294701
52,1,-2.944182421294546
52,2,-6.395885037672181
52,3,-1.4828203509230544
52,4,-0.28776951714686794
52,5,-0.5019909878123299
52,6,-2.580871026073419
52,7,-4.557198187726496
52,8,-2.8651011456033393
52,9,-2.2402137172830283
53,0,-2.8935151694409686
53,1,-1.346604999499883
53,2,-3.1811864448815084
53,3,-1.5372331984779868
53,4,-1.0390398929509315
53,5,-0.7868930837218844
53,6,-0.7576113559561225
53,7,-0.5772273266866944
53,8,-2.7700286161108316
53,9,-3.5345569751133956
54,0,-0.4372720811276687
54,1,-1.0616827383034022
54,2,-2.1881179933964385
54,3,-1.6926668150003357
54,4,-0.9900824400344647
54,5,-0.8707535217435468
54,6,-0.6917078570471876
54,7,-0.5575323858775192
54,8,-2.80429211569707
54,9,-1.9207667140851639
55,0,-1.7818885006506813
55,1,-0.7998123609880605
55,2,-0.2176934877462973
55,3,-1.5402459681635567
55,4,-1.2350087427716732
55,5,-1.1002405559777986
55,6,-3.272407199486654
55,7,-1.6299698110977565
55,8,-3.8559917053483175
55,9,-2.495535022435931
56,0,-0.399165089778433
56,1,-1.8126525416982338
56,2,-0.6561589528412971
56,3,-4.7967903821057885
56,4,-0.9782775294653757
56,5,-1.433991962281688
56,6,-2.041751157259338
56,7,-0.5041071421579391
56,8,-3.353101705729996
56,9,-1.586967811035984
57,0,-0.6276594510231664
57,1,-2.6678115084508254
57,2,-1.1624338490773984
57,3,-2.255381205584672
57,4,-3.835899896005658
57,5,-1.5323226276216368
57,6,-0.1194619915349593
57,7,-1.4532365434662498
57,8,-2.3693001620660143
57,9,-3.9003019906351746
58,0,-0.568727921387787
58,1,-1.0149566094295142
58,2,-2.390908724633093
58,3,-3.1569133410552577
58,4,-1.2329778407341336
58,5,-0.2016563249619699
58,6,-1.6628239722469311
58,7,-0.9229967592389849
58,8,-0.3703139175024651
58,9,-1.6814460658985573
59,0,-1.8696377788043115
59,1,-1.3284851652862246
59,2,-0.6142557371437594
59,3,-0.4960989985458196
59,4,-2.0027229108944433
59,5,-2.1956578910318716
59,6,-0.22639412987272325
59,7,-0.6309985165367639
59,8,-1.0281788628430497
59,9,-2.299339441701428
60,0,-1.0886335958614926
60,1,-0.5567571558766872
60,2,-2.114052095987528
60,3,-0.7477336820525611
60,4,-2.6455184609990856
60,5,-0.6472495164398204
60,6,-1.265824219744644
60,7,-0.17960289679826935
60,8,-0.1838118569585628
60,9,-0.10719178123978507
61,0,-2.348851165960686
61,1,-0.12427240577037729
61,2,-0.7546481473128765
61,3,-0.775032100364611
61,4,-1.949479775907922
61,5,-1.4956471198805465
61,6,-1.0235507696281718
61,7,-1.083806860710874
61,8,-1.4124112618403148
61,9,-3.2018671906270075
62,0,-4.2392387285661535
62,1,-1.129941103954286
62,2,-0.14395424863546308
62,3,-0.9430560329445155
62,4,-1.151157205915965
62,5,-0.2976743782861163
62,6,-1.893755884646352
62,7,-2.0583035922633885
62,8,-0.29505840824869106
62,9,-4.223904061057873
63,0,-0.04854567552336144
63,1,-2.4999487580954725
63,2,-1.0386079308870793
63,3,-0.22808895796670137
63,4,-0.5619804709484716
63,5,-1.0366349014739527
63,6,-3.640459157571522
63,7,-1.947219102274058
63,8,-1.1983470282110233
63,9,-0.9648850982760137
64,0,-0.1360619480492483
64,1,-1.6843699001041454
64,2,-0.5342188450792547
64,3,-1.3278611084045653
64,4,-4.857775217837507
64,5,-1.379738690830222
64,6,-0.5146286898921332
64,7,-0.1268522748071912
64,8,-0.07594962652625806
64,9,-1.0503256315456648
65,0,-0.08969176587127571
65,1,-1.098267030018754
65,2,-0.5166585360333414
65,3,-2.1559129664155177
65,4,-1.110351473432021
65,5,-0.7241091843277043
65,6,-1.6945903725654972
65,7,-1.0163410790692726
65,8,-0.5821550096853788
65,9,-2.3967964702257674
66,0,-1.6502248531441621
66,1,-1.1616987308297142
66,2,-2.847261791097618
66,3,-3.6488592804534368
66,4,-0.8314034496441971
66,5,-3.213245292132662
66,6,-1.489307506769396
66,7,-1.7786716255551327
66,8,-1.7916967182087824
66,9,-0.4729992477042149
67,0,-0.15662706378625207
67,1,-0.9041725309310549
67,2,-1.227729112307899
67,3,-0.38494940939265676
67,4,-1.7519143353979882
67,5,-0.5233791697273098
67,6,-0.9331381045212457
67,7,-0.4794355825709897
67,8,-1.4065297508560357
67,9,-3.164987094554079
68,0,-3.227481276804068
68,1,-1.1760700372335675
68,2,-1.622234252863447
68,3,-6.860883550084898
68,4,-4.588430599198079
68,5,-1.4590989241011796
68,6,-0.9733914063783408
68,7,-0.8749279824177978
68,8,-0.11149127596317478
68,9,-3.5783994146421167
69,0,-1.0319055066315732
69,1,-2.117608359421311
69,2,-1.951321754933785
69,3,-2.7292278623532313
69,4,-0.19711427277233387
69,5,-0.1869433369931156
69,6,-0.29503462979863715
69,7,-4.13416764439435
69,8,-0.32274060853643816
69,9,-0.19194015296693998
70,0,-0.7425934466481182
70,1,-0.2531381669711741
70,2,-0.4698664122859118
70,3,-0.07982035787765963
70,4,-2.033412220239845
70,5,-0.34180555217473324
70,6,-0.762543407208694
70,7,-0.5962129728818109
70,8,-0.9748476400601072
70,9,-0.3456143046582762
71,0,-0.2574303287142724
71,1,-0.6574699927637546
71,2,-2.382815335954686
71,3,-0.5130552420833684
71,4,-0.37341890364703445
71,5,-1.844248399960305
71,6,-1.2264376517303832
71,7,-4.844411538431085
71,8,-0.7667101782463507
71,9,-0.3992722334591772
72,0,-0.48812025931753916
72,1,-1.7958265392972177
72,2,-5.418535545051397
72,3,-0.2417915490153275
72,4,-0.23798070635147883
72,5,-1.152007368335803
72,6,-0.5126211268169905
72,7,-1.8773639987047317
72,8,-2.1435746550843193
72,9,-0.1516683040090047
73,0,-0.5961085552018781
73,1,-0.8993664887081024
73,2,-3.1395479123546717
73,3,-1.9713271791442446
73,4,-0.857787047902427
73,5,-2.4625323603425078
73,6,-1.5765719731101873
73,7,-0.5879752950445122
73,8,-1.9297805397601975
73,9,-3.181365838091612
74,0,-1.251648317711268
74,1,-6.035770502847808
74,2,-1.7923328105673832
74,3,-0.08323790644750335
74,4,-0.366307760247849
74,5,-0.8901486576780548
74,6,-0.9220029225183102
74,7,-2.298741482409826
74,8,-0.8065994042950777
74,9,-2.4392736955115994
75,0,-0.3068094536546014
75,1,-0.498149767833317
75,2,-0.28087801407001495
75,3,-0.0990062269271767
75,4,-0.5352307390944003
75,5,-0.23708246233462446
75,6,-3.3980489115042043
75,7,-0.671340640802192
75,8,-0.23027454384502627
75,9,-1.58844506153925
76,0,-3.205452158795377
76,1,-1.6475170585091083
76,2,-2.541722115972332
76,3,-0.7453092251771813
76,4,-0.12367828099244779
76,5,-0.47869325073749963
76,6,-2.761751015421359
76,7,-0.854857610407675
76,8,-0.5184599561669719
76,9,-1.8005297627676438
77,0,-1.3122228803002352
77,1,-0.12640733068054297
77,2,-1.8049428508816066
77,3,-1.2465606103661768
77,4,-0.8777652023812904
77,5,-1.8455814237868047
77,6,-1.4652534085228535
77,7,-1.9290826240170411
77,8,-0.799056866981281
77,9,-3.5705253977704903
78,0,-1.276379025734254
78,1,-0.4826928854218258
78,2,-2.2097639832787808
78,3,-3.4712304562099137
78,4,-0.5203268477448834
78,5,-2.099952886110227
78,6,-1.5581752132662001
78,7,-1.9827670254850756
78,8,-0.5674905951017333
78,9,-0.10940122237485124
79,0,-1.222578476505448
79,1,-1.1260958755569388
79,2,-0.06742083470473358
79,3,-0.3039849680420088
79,4,-0.5070399253367825
79,5,-0.4052000924020266
79,6,-1.654886106535694
79,7,-4.1837526423045475
79,8,-0.2699786260207155
79,9,-0.2694455237256081
80,0,-0.29982161829371196
80,1,-0.6163772564064941
80,2,-1.828524489092528
80,3,-1.1791450745095793
80,4,-0.1520309945189074
80,5,-3.320979270111357
80,6,-3.0011702199406862
80,7,-0.2021591043150632
80,8,-0.708370848722058
80,9,-2.8097482615464817
81,0,-1.4553508357399112
81,1,-1.2581196655427744
81,2,-0.24707496119830882
81,3,-1.729107897182212
81,4,-0.1276148610923907
81,5,-0.8754898835288905
81,6,-0.8547933108247928
81,7,-1.6119073387699347
81,8,-3.025267050324507
81,9,-2.2173592629005783
82,0,-0.20023680564085208
82,1,-1.110558914259208
82,2,-0.15466742642540307
82,3,-2.1353602580650444
82,4,-0.1803744507293328
82,5,-2.1135175531863357
82,6,-0.0795513922921759
82,7,-1.3509863777337165
82,8,-1.1586840901482542
82,9,-1.5896968527526434
83,0,-5.615166008114162
83,1,-1.314646291767
83,2,-0.46728847783423083
83,3,-0.285116173646111
83,4,-2.446771844400561
83,5,-3.0158042736563124
83,6,-2.2911394792917186
83,7,-0.3441360713186161
83,8,-0.2561416551984046
83,9,-0.08892923428038864
84,0,-1.4220903745187061
84,1,-0.4574829181595782
84,2,-0.36272658858493495
84,3,-3.0679519459739892
84,4,-0.3053232776086926
84,5,-0.1392146750207696
84,6,-1.798683886686555
84,7,-3.2539497396259662
84,8,-0.47011292473280386
84,9,-0.8720447943331646
85,0,-2.0337275325566533
85,1,-2.2843230099984
85,2,-2.0969932174490786
85,3,-0.9122956517360266
85,4,-1.826541649082547
85,5,-0.9994966118650467
85,6,-1.0971751535775158
85,7,-0.22416984311805074
85,8,-2.3263330668870448
85,9,-0.1659830119002428
86,0,-3.14138999052328
86,1,-3.5296838039304173
86,2,-0.7371929317369976
86,3,-0.27227205168519153
86,4,-2.429177509105045
86,5,-0.5748584706071259
86,6,-0.9528939731004965
86,7,-0.7729210839834576
86,8,-0.33382936710906086
86,9,-5.382023017027518
87,0,-0.33942865263271854
87,1,-0.804626237902162
87,2,-0.9621952896716506
87,3,-0.254428306318802
87,4,-0.6243808749991365
87,5,-1.4000580980884434
87,6,-1.1908466975336776
87,7,-0.9823997580219007
87,8,-2.0483336961146184
87,9,-2.2870271576564303
88,0,-0.8656909038565126
88,1,-1.0740870795746158
88,2,-0.6809759750019977
88,3,-0.951907462739254
88,4,-1.13403087785753
88,5,-0.8137026288326452
88,6,-0.8247296718513587
88,7,-3.1344026639619424
88,8,-1.4688619889670724
88,9,-3.47032811366458
89,0,-0.26083949031881587
89,1,-0.9090642961935932
89,2,-1.290086411406703
89,3,-2.239513912144167
89,4,-1.6574915569232889
89,5,-4.515208753586969
89,6,-2.3184428402471
89,7,-0.9269576923665928
89,8,-1.7501197096275984
89,9,-1.9961489991625154
90,0,-1.3161157616924553
90,1,-0.10969111851942459
90,2,-1.0359322112183853
90,3,-0.3820498740662777
90,4,-1.2056764810166323
90,5,-0.1671482256109743
90,6,-0.06475500449232664
90,7,-1.1084314908980382
90,8,-1.56286789990415
90,9,-0.3187159061328249
91,0,-0.9242895058800323
91,1,-1.387428266291365
91,2,-0.2230847923184199
91,3,-0.30981693866576926
91,4,-1.4804553706405281
91,5,-0.12332528862401794
91,6,-3.1191142946902284
91,7,-1.0692752732919286
91,8,-1.392833787902606
91,9,-0.6586595586854531
92,0,-0.47896153120973195
92,1,-0.3135772065413606
92,2,-0.7385557336666124
92,3,-0.31679056725490673
92,4,-0.04720089332335342
92,5,-2.6008522917827843
92,6,-0.07571642967237507
92,7,-0.41078666392763474
92,8,-0.832324664573442
92,9,-0.7531407892238985
93,0,-0.0988338029774782
93,1,-1.6373383533440438
93,2,-1.0159455545708185
93,3,-1.9599846825372955
93,4,-0.13318278907472825
93,5,-0.8866954174842143
93,6,-0.6667795107012543
93,7,-2.72121474800378
93,8,-0.1833085243590305
93,9,-0.4327749693981787
94,0,-1.2196836097839756
94,1,-0.5046318638072544
94,2,-2.6938871061695324
94,3,-0.17721536719967404
94,4,-1.2184203834211196
94,5,-0.8648538198870126
94,6,-0.6958699905326712
94,7,-1.5575404025408033
94,8,-0.8910072698197606
94,9,-0.3075058903917291
95,0,-0.5111000811216879
95,1,-1.6612303408965046
95,2,-0.11886397307622174
95,3,-0.2938800071985762
95,4,-0.5069833982128413
95,5,-0.06480359801682865
95,6,-0.41047359090689506
95,7,-2.97732224887228
95,8,-0.4736332083493203
95,9,-0.26767119901907127
96,0,-3.2415717839258504
96,1,-2.3115900461807994
96,2,-0.8884904446289608
96,3,-0.8551428984427278
96,4,-1.9273976460102469
96,5,-5.0480772274532795
96,6,-1.2049437711136346
96,7,-1.0439831127521082
96,8,-1.7275700523863582
96,9,-3.705202160053354
97,0,-1.8453971782903051
97,1,-0.8441169084457418
97,2,-2.2634671264284827
97,3,-2.5904657135492353
97,4,-0.802323625549442
97,5,-0.012691283378223388
97,6,-1.3251313775152451
97,7,-0.5347005373104265
97,8,-0.06216980294269536
97,9,-0.20299866018185306
98,0,-3.4727705080161577
98,1,-4.514156404496099
98,2,-0.25581960859006003
98,3,-3.02113804136121
98,4,-0.22085245350209742
98,5,-1.4419554731709265
98,6,-0.6232339248275067
98,7,-0.21215716272569538
98,8,-0.2896492758847984
98,9,-1.166853407576888
99,0,-0.6445145209221544
99,1,-1.0475092741438763
99,2,-0.5748321149454277
99,3,-2.006599830111567
99,4,-0.06496164288745297
99,5,-1.1708604633454585
99,6,-0.6113036898043134
99,7,-1.025249141355182
99,8,-1.2895836429136853
99,9,-0.6395830897573991
100,0,-1.4332796015669629
100,1,-2.950076236080591
100,2,-0.42539991943872585
100,3,-0.8282984021743229
100,4,-1.286163392568897
100,5,-0.03880925913891931
100,6,-0.2728111096019763
100,7,-3.8322774799759673
100,8,-0.7998119201363154
100,9,-1.0006343807558706
101,0,-3.2594322985257618
101,1,-0.2737417518007077
101,2,-0.5300271488024338
101,3,-1.7520480068976292
101,4,-1.9913861741163534
101,5,-0.23157782597754736
